"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65"
"consent_received.cwc.receive_early_warning",2,2,2,5,3,7,4,5,3,3,5,5,4,1,2,4,4,6,6,2,6,4,4,4,1,1,6,4,4,2,5,2,4,5,5,3,5,3,4,1,8,4,2,1,4,7,3,4,3,1,3,5,3,2,2,4,1,2,3,3,1,2,2,11,2
"consent_received.cwc.receive_early_warning.cyclone_preparedness",2,1,1,1,1,1,2,2,1,2,1,2,2,0,1,2,1,1,1,1,2,1,1,2,0,1,2,2,1,1,1,1,1,2,2,1,1,1,2,0,2,1,1,0,1,2,1,2,1,1,1,2,1,1,1,2,0,1,1,2,1,1,1,2,1
"consent_received.cwc.receive_early_warning.mosque_loudspeaker",2,2,1,1,1,2,2,2,1,2,2,2,2,0,1,1,2,2,1,1,2,2,1,1,0,1,2,1,2,1,2,1,1,2,1,2,2,1,2,0,2,2,1,0,2,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_early_warning.signal_flag",1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,2,1,2,1,1,1,2,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,2,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_early_warning.radio",1,1,1,1,1,2,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_early_warning.television",1,1,1,2,2,2,2,1,1,1,2,1,1,0,1,1,2,2,2,1,2,2,1,1,0,1,1,1,1,1,1,1,2,2,2,2,1,2,2,0,2,2,1,0,2,2,2,2,1,1,2,1,1,1,1,2,0,1,1,1,1,1,1,2,1
"consent_received.cwc.receive_early_warning.newspaper",1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,2,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.cwc.receive_early_warning.internet",1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,2,1
"consent_received.cwc.receive_early_warning.word_of_mouth",1,1,1,1,1,2,1,1,2,1,2,1,1,0,1,1,1,1,1,1,2,2,2,2,0,1,1,2,2,1,2,1,2,2,1,1,1,1,1,0,2,2,1,0,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_early_warning.other",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_early_warning.dont_know",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_early_warning.loudspeaker",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,0,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_early_warning_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.cwc.receive_message_future",2,2,2,5,3,9,4,8,2,5,5,4,4,8,4,6,4,5,6,3,4,3,7,4,2,1,8,7,4,7,2,4,4,6,7,5,8,10,6,5,8,6,1,1,5,7,2,5,2,2,6,5,5,2,2,5,1,3,4,3,1,2,7,13,2
"consent_received.cwc.receive_message_future.cyclone_preparedness",2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,2,1,2,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1
"consent_received.cwc.receive_message_future.mosque_loudspeaker",2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,0,2,1,1,2,1,1,2,1,2,1,1,1,0,1,2,1,1,1,2,1,1
"consent_received.cwc.receive_message_future.signal_flag",1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,0,1,2,1,1,1,2,2,2,2,1,1,1,0,1,1,1,1,1,2,2,1
"consent_received.cwc.receive_message_future.radio",1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.cwc.receive_message_future.television",1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,0,2,1,1,1,1,1,2,1,2,1,1,2,0,2,1,1,1,1,1,2,1
"consent_received.cwc.receive_message_future.newspaper",1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.cwc.receive_message_future.internet",1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,0,1,2,1,2,1,1,1,1,2,1,1,1,0,2,2,1,1,1,2,2,1
"consent_received.cwc.receive_message_future.word_of_mouth",1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,0,2,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_message_future.other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_message_future.dont_know",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_message_future.loudspeaker",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.receive_message_future_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"end_survey",2,2,2,6,6,12,9,8,6,6,10,8,5,8,8,14,4,10,10,7,8,8,10,14,2,4,8,9,8,9,11,9,7,15,11,12,11,14,8,10,11,6,2,4,8,7,6,9,13,2,8,7,12,3,3,9,3,3,6,5,1,4,11,22,2
"end_note",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gps_reading",2,2,2,6,6,12,9,8,6,6,10,8,5,8,8,14,4,10,10,7,8,8,10,14,2,4,8,9,8,9,11,9,7,15,11,12,11,14,8,10,11,6,2,4,8,7,6,9,13,2,8,7,12,3,3,9,3,3,6,5,1,4,11,22,2
"X_gps_reading_latitude",2,2,2,6,6,12,9,8,6,6,10,8,5,8,8,14,4,10,10,7,8,8,10,14,2,4,8,9,8,9,11,9,7,15,11,12,11,14,8,10,11,6,2,4,8,7,6,9,13,2,8,7,12,3,3,9,3,3,6,5,1,4,11,22,2
"X_gps_reading_longitude",2,2,2,6,6,12,9,8,6,6,10,8,5,8,8,14,4,10,10,7,8,8,10,14,2,4,8,9,8,9,11,9,7,15,11,12,11,14,8,10,11,6,2,4,8,7,6,9,13,2,8,7,12,3,3,9,3,3,6,5,1,4,11,22,2
"X_gps_reading_altitude",2,2,2,6,6,12,9,8,6,6,10,8,5,8,8,14,4,10,10,7,8,8,10,14,2,4,8,9,8,9,11,9,7,15,11,12,11,14,8,10,11,6,2,4,8,7,6,9,13,2,8,7,12,3,3,9,3,3,6,5,1,4,11,22,2
"X_gps_reading_precision",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1
"meta.instanceID",2,2,2,6,6,12,9,8,6,6,10,8,5,8,8,14,4,10,10,7,8,8,10,14,2,4,8,9,8,9,11,9,7,15,11,12,11,14,8,10,11,6,2,4,8,7,6,9,13,2,8,7,12,3,3,9,3,3,6,5,1,4,11,22,2
"X_id",2,2,2,6,6,12,9,8,6,6,10,8,5,8,7,14,4,10,9,7,8,8,10,14,2,4,8,9,8,9,11,9,7,15,11,12,11,14,8,10,11,6,2,4,8,7,6,9,13,2,8,7,12,3,3,9,3,3,6,5,1,4,11,22,2
"X_uuid",2,2,2,6,6,12,9,8,6,6,10,8,5,8,8,14,4,10,10,7,8,8,10,14,2,4,8,9,8,9,11,9,7,15,11,12,11,14,8,10,11,6,2,4,8,7,6,9,13,2,8,7,12,3,3,9,3,3,6,5,1,4,11,22,2
"X_submission_time",2,2,2,6,6,12,9,8,6,6,10,8,5,8,8,14,4,10,10,7,8,8,10,14,2,4,8,9,8,9,11,9,7,15,11,12,11,14,8,10,11,6,2,4,8,7,6,9,13,2,8,7,12,3,3,9,3,3,6,5,1,4,11,22,2
"X_index",2,2,2,6,6,12,9,8,6,6,10,8,5,8,7,14,4,10,9,7,8,8,10,14,2,4,8,9,8,9,11,9,7,15,11,12,11,14,8,10,11,6,2,4,8,7,6,9,13,2,8,7,12,3,3,9,3,3,6,5,1,4,11,22,2
"X_parent_table_name",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_parent_index",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"X_tags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_notes",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"X",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"X.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
